formation_id,assertion_ids,event_date,place,region,country,source_report_urls,source_image_urls,source_image_count,current_location_role,current_latitude,current_longitude,current_coordinate_uncertainty_m,source_coordinate_availability,publisher_map_target_availability,named_geographic_clues,identifiable_persistent_landmarks,source_image_dimensions,display_rights,publication_rights,straight_component_likelihood,priority_score,processing_status,blocker_or_rejection_reason,selected_overlay_id,registration_classification,review_date
cc_108bff9e0db6,sx_connector_a4dfbb7921044c6b,2015-07-07,Groziethen (2),,Germany,https://cropcircleconnector.com/2015/Groziethen2/Groziethen2015b.html,https://cropcircleconnector.com/2015/Groziethen2/Groziethen2015aa.jpg; https://cropcircleconnector.com/2015/Groziethen2/Groziethen2015bb.jpg; https://cropcircleconnector.com/2015/Groziethen2/Groziethen2015cc.jpg; https://cropcircleconnector.com/2015/Groziethen2/Groziethen2015dd.jpg; https://cropcircleconnector.com/2015/Groziethen2/Groziethen2015ee.jpg; https://cropcircleconnector.com/2015/Groziethen2/Groziethen2015ff.jpg; https://cropcircleconnector.com/2015/Groziethen2/Groziethen2015gg.jpg,7,formation_site,52.41505556,13.46011111,25.0,yes,yes,Groziethen (2),Groziethen (2),800x464; 800x450; 800x436; 150x145,link_only_rights_gated,not_cleared_for_redistribution,unknown,2176,queued,,,,
cc_1b75a4a7c4bf,a_eaa39fb52f2079; sx_connector_435c9cbc19dd6719,2019-07-16,Treuzy-Levelay,Seine-et-Marne,France,https://www.cropcirclecenter.com/ccdata/2019/07/16/FR20190716_B.html; https://cropcircleconnector.com/2019/Treuzy/Treuzy2019a.html,https://www.cropcirclecenter.com/ccdata/2019/07/16/FR20190716_B_F.jpg; https://www.cropcirclecenter.com/ccdata/2019/07/16/FR20190716_B_G.jpg; https://cropcircleconnector.com/2019/Treuzy/France-16-7-19.jpg; https://cropcircleconnector.com/2019/Treuzy/France15019.jpg; https://cropcircleconnector.com/2019/Treuzy/france%20%20treuzy-Levelay%20cc%2011.jpg,5,formation_site,48.2803731,2.8292477,66.0,yes,yes,Treuzy-Levelay; Seine-et-Marne; Seine et Marne,Treuzy-Levelay; Seine et Marne,570x411; 800x453; 150x149; 700x569,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_24942c2bbdc0,sx_connector_dfe0bc1196b668da,2014-08-29,Ark Lane,Essex,England,https://cropcircleconnector.com/2014/arklane/arklane2014a.html,https://cropcircleconnector.com/2014/arklane/arklane2014B.jpg; https://cropcircleconnector.com/2014/arklane/arklane2014C.jpg; https://cropcircleconnector.com/2014/arklane/arklane2014E.jpg; https://cropcircleconnector.com/2014/arklane/arklane2014F.jpg; https://cropcircleconnector.com/2014/arklane/arklane2014a.jpg,5,formation_site,51.57988595,0.67393024,25.0,yes,yes,Ark Lane; Essex,Ark Lane; Essex,800x541; 800x401; 800x663; 150x154; 800x400,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_27fcc0643ad0,sx_connector_77f8404507191300,2019-06-19,Fastovetskaya,Tikhoretsk,Russia,https://cropcircleconnector.com/2019/Fastovetskaya/Fastovetskaya2019.html,https://cropcircleconnector.com/2019/Fastovetskaya/150ros.jpg; https://cropcircleconnector.com/2019/Fastovetskaya/517264c28ee19c98db417c7763e2c772.jpg; https://cropcircleconnector.com/2019/Fastovetskaya/Russia%20earthquake1.jpg; https://cropcircleconnector.com/2019/Fastovetskaya/f480214a7f48dbb1264aac7a5ce43b7c.jpg; https://cropcircleconnector.com/2019/Fastovetskaya/russian19062019a.jpg,5,formation_site,45.8838817,40.1389998,126.0,yes,yes,Fastovetskaya; Tikhoretsk,Fastovetskaya; Tikhoretsk,150x145; 800x533; 700x632; 800x450,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_35b1ef90901e,sx_connector_d36ae8cc6490c584,2026-06-29,Walker's Plantation,Wiltshire,England,https://cropcircleconnector.com/2026/walker/walker2026a.html,https://cropcircleconnector.com/2026/walker/150DJI_20260627074030_0065_.png; https://cropcircleconnector.com/2026/walker/Hackpen-Hill-29-June-2026-2.png; https://cropcircleconnector.com/2026/walker/Hackpen-Hill-29-June-2026-3.png; https://cropcircleconnector.com/2026/walker/Hackpen-Hill-29-June-2026-4.png; https://cropcircleconnector.com/2026/walker/Hackpen-Hill-29-June-2026-7.png,5,formation_site,51.48115488,-1.81549891,25.0,yes,yes,Walker's Plantation; Wiltshire,Walker's Plantation; Wiltshire,150x151; 800x812; 800x450; 800x447; 800x1084,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_6b7340f96046,sx_connector_c5139f704c642345,2018-06-19,Sokolovskaya,Gulkevichsky,Russia,https://cropcircleconnector.com/2018/Kuban/Kuban2018a.html,https://cropcircleconnector.com/2018/Kuban/kuban8.jpg; https://cropcircleconnector.com/2018/Kuban/russia-best-2018-1.jpg; https://cropcircleconnector.com/2018/Kuban/russia-best-2018-2.jpg; https://cropcircleconnector.com/2018/Kuban/russia-best-2018-3.jpg; https://cropcircleconnector.com/2018/Kuban/russia1.jpg,5,formation_site,45.2671388,40.6926623,500.0,yes,yes,Sokolovskaya; Gulkevichsky,Sokolovskaya; Gulkevichsky,800x450; 700x691; 700x529; 700x614; 150x149,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_7169b063ba8f,sx_connector_703fd4d2bcedcc05,2017-06-18,Viex Lixheim,Moselle,France,https://cropcircleconnector.com/2017/ViexLixheim/ViexLixheim2017a.html,https://cropcircleconnector.com/2017/ViexLixheim/vl-aerial1.jpg; https://cropcircleconnector.com/2017/ViexLixheim/vl-aerial4.jpg; https://cropcircleconnector.com/2017/ViexLixheim/vl-aerial5.jpg; https://cropcircleconnector.com/2017/ViexLixheim/vlaerial3.jpg; https://cropcircleconnector.com/2017/ViexLixheim/IMG_02581.jpg,5,formation_site,48.78180556,7.11877778,25.0,yes,yes,Viex Lixheim; Moselle,Viex Lixheim; Moselle,700x430; 700x471; 700x446; 150x140; 800x600,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_73f553eac43c,a_968a90bf30d265; sx_connector_74ce02efbc981813,2014-07-18,Cessy,Ain,France,https://www.cropcirclecenter.com/ccdata/2014/07/18/FR20140718_A.html; https://cropcircleconnector.com/2014/cessy/cessy2014a.html,https://www.cropcirclecenter.com/ccdata/2014/07/18/FR20140718_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2014/07/18/FR20140718_A_G.jpg; https://cropcircleconnector.com/2014/cessy/MarcoBruno2014a.jpg; https://cropcircleconnector.com/2014/cessy/MarcoBruno2014b.jpg; https://cropcircleconnector.com/2014/cessy/MarcoBruno2014bb.jpg,5,formation_site,46.31133333,6.07297222,25.0,yes,yes,Cessy; Ain,Cessy; Ain,570x411; 800x531; 800x538; 150x147,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_88724349f89b,a_3335527b3e73c9; sx_connector_aba5c4d6248158cd,2016-09-27,Prudentópolis,Paraná,Brazil,https://www.cropcirclecenter.com/ccdata/2016/09/27/BR20160927_A.html; https://cropcircleconnector.com/2016/Prudentopolis/Prudentopolis2016.html,https://www.cropcirclecenter.com/ccdata/2016/09/27/BR20160927_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2016/09/27/BR20160927_A_G.jpg; https://cropcircleconnector.com/2016/Prudentopolis/660228432690452683_n.jpg; https://cropcircleconnector.com/2016/Prudentopolis/84322331393n.jpg; https://cropcircleconnector.com/2016/Prudentopolis/Prudentopolis_Brasil.jpg,5,formation_site,-25.167,-51.001,25.0,yes,yes,Prudentópolis; Paraná,Prudentópolis; Paraná,570x411; 569x411; 800x823; 150x151; 800x735,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_9670a96ab0ca,sx_connector_f1f1fbecb1c11a68,2014-06-14,Harewell Lane,Worcestershire,England,https://cropcircleconnector.com/2014/besford/besford2014a.html,https://cropcircleconnector.com/2014/besford/14.jpg; https://cropcircleconnector.com/2014/besford/1jk1.jpg; https://cropcircleconnector.com/2014/besford/33.jpg; https://cropcircleconnector.com/2014/besford/41.jpg; https://cropcircleconnector.com/2014/besford/52.jpg,5,formation_site,52.10764476,-2.14170233,25.0,yes,yes,Harewell Lane; Worcestershire,Harewell Lane; Worcestershire,800x696; 150x153; 800x536; 800x518; 800x524,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_98e0c1308010,a_c62fe2ff8c7591; sx_connector_6bf04eb8aaa9bbba,2024-06-30,Oakley,Bedfordshire,England,https://www.cropcirclecenter.com/ccdata/2024/06/30/UK20240630_A.html; https://cropcircleconnector.com/2024/Oakley/Oakley2024a.html,https://www.cropcirclecenter.com/ccdata/2024/06/30/UK20240630_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2024/06/30/UK20240630_A_G.jpg; https://cropcircleconnector.com/2024/Oakley/150IMG_4324.jpg; https://cropcircleconnector.com/2024/Oakley/IMG_4324.jpg; https://cropcircleconnector.com/2024/Oakley/IMG_4325.jpg,5,formation_site,52.17065326,-0.51577555,25.0,yes,yes,Oakley; Bedfordshire,Oakley; Bedfordshire,570x415; 150x152; 480x640; 640x480,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_9c3e307d949c,a_c33457ff128910; sx_connector_772db46375e01d5f,2014-08-06,East Kennett,Wiltshire,England,https://www.cropcirclecenter.com/ccdata/2014/08/06/UK20140806_A.html; https://cropcircleconnector.com/2014/eastkennett/eastkennett2014a.html,https://www.cropcirclecenter.com/ccdata/2014/08/06/UK20140806_A_F.jpg; https://www.cropcirclecenter.com/ccdata/2014/08/06/UK20140806_A_G.jpg; https://cropcircleconnector.com/2014/eastkennett/2014-08-06-11-45-40_resize.jpg; https://cropcircleconnector.com/2014/eastkennett/2014-08-06-11-46-13.jpg; https://cropcircleconnector.com/2014/eastkennett/2014-08-0611.jpg,5,formation_site,51.40731964,-1.8425658,25.0,yes,yes,East Kennett; Wiltshire,East Kennett; Wiltshire,570x411; 800x496; 800x402; 150x159,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_ab253aae385a,sx_connector_212b08a7a9bdf631,2021-07-31,Rose Valley,South Yorkshire,England,https://cropcircleconnector.com/2021/Rose/rose2021a.html,https://cropcircleconnector.com/2021/Rose/150steel03082021a.jpg; https://cropcircleconnector.com/2021/Rose/steel03082021a.jpg; https://cropcircleconnector.com/2021/Rose/steel03082021b.jpg; https://cropcircleconnector.com/2021/Rose/steel03082021c.jpg; https://cropcircleconnector.com/2021/Rose/steel03082021d.jpg,5,formation_site,53.53046954,-1.33886145,25.0,yes,yes,Rose Valley; South Yorkshire,Rose Valley; South Yorkshire,150x151; 800x509; 400x626; 800x449; 800x543,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_ad683c678f11,sx_connector_c1820996df0993cd,2019-08-18,Uffington Castle,Oxfordshire,England,https://cropcircleconnector.com/2019/uffington/uffington2019a.html,https://cropcircleconnector.com/2019/uffington/150circle3.jpg; https://cropcircleconnector.com/2019/uffington/T4191.jpg; https://cropcircleconnector.com/2019/uffington/circle3.jpg; https://cropcircleconnector.com/2019/uffington/circle5.jpg; https://cropcircleconnector.com/2019/uffington/uffington-triangle-of-tears30a.jpg,5,formation_site,51.57659794,-1.57569843,25.0,yes,yes,Uffington Castle; Oxfordshire,Uffington Castle; Oxfordshire,150x149; 290x134; 800x600; 613x396,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_bfeb0b776971,sx_connector_83c9198ad9e0b5d8,2019-07-07,Sundhoffen,Grand Est,France,https://cropcircleconnector.com/2019/Sundhoffen/Sundhoffen2019a.html,https://cropcircleconnector.com/2019/Sundhoffen/150sundhoffen-july7-2019b.jpg; https://cropcircleconnector.com/2019/Sundhoffen/sundhoffen-july7-2019a.jpg; https://cropcircleconnector.com/2019/Sundhoffen/sundhoffen-july7-2019b.jpg; https://cropcircleconnector.com/2019/Sundhoffen/sundhoffen-july7-2019c.jpg; https://cropcircleconnector.com/2019/Sundhoffen/sundhoffen-july7-2019d.jpg,5,formation_site,48.0508626,7.4139442,65.0,yes,yes,Sundhoffen; Grand Est,Sundhoffen; Grand Est,150x149; 400x608; 700x524; 700x396; 700x431,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_e7f5cdae7ab8,sx_connector_89d8e355bb3651a4,2020-07-05,Vimy,Pas-de-Calais department in the Hauts-de-France,France,https://cropcircleconnector.com/2020/Vimy/Vimy2020a.html,https://cropcircleconnector.com/2020/Vimy/Vimy07072020a.jpg; https://cropcircleconnector.com/2020/Vimy/Vimy07072020b.jpg; https://cropcircleconnector.com/2020/Vimy/Vimy07072020c.jpg; https://cropcircleconnector.com/2020/Vimy/Vimy07072020d.jpg; https://cropcircleconnector.com/2020/Vimy/Vimy07072020h.jpg,5,formation_site,50.373953,2.810418,25.0,yes,yes,Vimy; Pas-de-Calais department in the Hauts-de-France,Vimy; Pas-de-Calais department in the Hauts-de-France,800x450; 800x684; 800x473; 800x479; 150x150,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_f082f432703e,sx_connector_3f9a6c4151aafc2b,2017-05-21,Oxleaze Copse,Wiltshire,England,https://cropcircleconnector.com/2017/oxleaze/oxleaze2016a.html,https://cropcircleconnector.com/2017/oxleaze/7D1717-007OHSide.jpg; https://cropcircleconnector.com/2017/oxleaze/7D17_17-007_OH_Side.jpg; https://cropcircleconnector.com/2017/oxleaze/7D17_17-007_Obl-CoombeFm.jpg; https://cropcircleconnector.com/2017/oxleaze/7D17_17-007_Obl-Stitchcoome.jpg; https://cropcircleconnector.com/2017/oxleaze/7D17_17-007_OblOHFront.jpg,5,formation_site,51.41641029,-1.67280874,100.0,yes,yes,Oxleaze Copse; Wiltshire,Oxleaze Copse; Wiltshire,150x151; 800x651; 800x1067; 800x1066; 800x599,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_f844e716128f,sx_connector_824ad9f68c76fbc8,2025-06-22,Hackpen Hill White Horse,Wiltshire,England,https://cropcircleconnector.com/2025/hackpenhill/hackpenhill2025a.html,https://cropcircleconnector.com/2025/hackpenhill/150DJI_20250622062044_0006_.png; https://cropcircleconnector.com/2025/hackpenhill/DJI_20250622062044_0006_D-H.png; https://cropcircleconnector.com/2025/hackpenhill/DJI_20250622062202_0011_D.png; https://cropcircleconnector.com/2025/hackpenhill/DJI_20250622062233_0012_D.png; https://cropcircleconnector.com/2025/hackpenhill/DJI_20250622063224_0038_D-H.png,5,formation_site,51.47304928,-1.82445812,25.0,yes,yes,Hackpen Hill White Horse; Wiltshire,Hackpen Hill White Horse; Wiltshire,150x150; 800x800; 800x1131; 800x1132; 800x670,link_only_rights_gated,not_cleared_for_redistribution,unknown,2175,queued,,,,
cc_1d6a2ed0e69e,sx_connector_e9cc1136730b16a3,2021-07-13,Wrzesnia,,Poland,https://cropcircleconnector.com/2021/Wrzesnia/Wrzesnia2021a.html,https://cropcircleconnector.com/2021/Wrzesnia/Wrzesnia2021a.jpg; https://cropcircleconnector.com/2021/Wrzesnia/Wrzesnia2021b.jpg; https://cropcircleconnector.com/2021/Wrzesnia/Wrzesnia2021c.jpg; https://cropcircleconnector.com/2021/Wrzesnia/Wrzesnia2021d.jpg; https://cropcircleconnector.com/2021/Wrzesnia/strange.jpg; https://cropcircleconnector.com/2021/Wrzesnia/thumbWrzesnia2021b.jpg,6,formation_site,52.3103715,17.6689012,106.0,yes,yes,Wrzesnia,Wrzesnia,800x533; 800x450; 400x886; 150x157,link_only_rights_gated,not_cleared_for_redistribution,unknown,2173,queued,,,,
cc_505bca9cb9a3,sx_connector_b6ade6c0776cabb0,2016-11-05,Ipuacu,,Brazil,https://cropcircleconnector.com/2016/Ipuacu/Ipuacu2016.html,https://cropcircleconnector.com/2016/Ipuacu/5ty4.jpg; https://cropcircleconnector.com/2016/Ipuacu/brazil1.jpg; https://cropcircleconnector.com/2016/Ipuacu/ipuaca-nov5-1.jpg; https://cropcircleconnector.com/2016/Ipuacu/ipuacu-nov5-2.jpg; https://cropcircleconnector.com/2016/Ipuacu/ipuacu-nov5-3.jpg; https://cropcircleconnector.com/2016/Ipuacu/ipuacu-nov5-4.jpg,6,formation_site,-26.6190488,-52.452358,250.0,yes,yes,Ipuacu,Ipuacu,150x150; 800x436; 700x518; 700x666; 700x336; 700x588,link_only_rights_gated,not_cleared_for_redistribution,unknown,2173,queued,,,,
cc_6ce0dbeec9fe,sx_connector_9d1a760f908d8e10,2015-06-20,Ravenna Waterski Club,,Italy,https://cropcircleconnector.com/2015/Ravenna/Ravenna2015a.html,https://cropcircleconnector.com/2015/Ravenna/Ravenna2015a.jpg; https://cropcircleconnector.com/2015/Ravenna/Ravenna2015b.jpg; https://cropcircleconnector.com/2015/Ravenna/Ravenna2015c.jpg; https://cropcircleconnector.com/2015/Ravenna/franciosi-lorenzo-1.jpg; https://cropcircleconnector.com/2015/Ravenna/franciosi-lorenzo-2.jpg; https://cropcircleconnector.com/2015/Ravenna/lorenzo-franciosi761.jpg,6,formation_site,44.28166667,12.314,25.0,yes,yes,Ravenna Waterski Club,Ravenna Waterski Club,400x372; 150x146; 800x462; 700x526; 700x525; 800x754,link_only_rights_gated,not_cleared_for_redistribution,unknown,2173,queued,,,,
cc_8832097a5783,sx_connector_32cad22f15cbf548,2015-05-18,Ringslebenstrase,,Germany,https://cropcircleconnector.com/2015/Ringslebenstrase/Ringslebenstrase2015a.html,https://cropcircleconnector.com/2015/Ringslebenstrase/Ringslebenstrase2015a.jpg; https://cropcircleconnector.com/2015/Ringslebenstrase/Ringslebenstrase2015b.jpg; https://cropcircleconnector.com/2015/Ringslebenstrase/Ringslebenstrase2015c.jpg; https://cropcircleconnector.com/2015/Ringslebenstrase/Ringslebenstrase2015d.jpg; https://cropcircleconnector.com/2015/Ringslebenstrase/Ringslebenstrase2015e.jpg; https://cropcircleconnector.com/2015/Ringslebenstrase/Sequence011Still001ed1.jpg,6,formation_site,52.41838889,13.45711111,25.0,yes,yes,Ringslebenstrase,Ringslebenstrase,800x450; 800x496; 150x157; 800x724; 800x756,link_only_rights_gated,not_cleared_for_redistribution,unknown,2173,queued,,,,
cc_0275521fc4ae,sx_connector_3f608c0ba3e54852,2015-06-23,The Avenue,Wiltshire,England,https://cropcircleconnector.com/2015/yatesbury/yatesbury2015.html,https://cropcircleconnector.com/2015/yatesbury/2015-06-23-13-16-41.jpg; https://cropcircleconnector.com/2015/yatesbury/2015-06-23-13-16-56---Copy_.jpg; https://cropcircleconnector.com/2015/yatesbury/2015-06-23-13-16-56.jpg; https://cropcircleconnector.com/2015/yatesbury/2015-0641.jpg,4,formation_site,51.44004588,-1.90715316,25.0,yes,yes,The Avenue; Wiltshire,The Avenue; Wiltshire,800x443; 800x505; 800x390; 150x144,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_03e8c78522ed,sx_connector_963655ee7880f1a0,2014-07-21,Mott & Bailey,Northamptonshire,England,https://cropcircleconnector.com/2014/lilbourne/lilbourne2014a.html,https://cropcircleconnector.com/2014/lilbourne/image-29-07-14-21-31-1.jpg; https://cropcircleconnector.com/2014/lilbourne/image-29-07-14-21-31-2.jpg; https://cropcircleconnector.com/2014/lilbourne/image-29-07-14-21-31.jpg; https://cropcircleconnector.com/2014/lilbourne/image2907142131.jpg,4,formation_site,52.39244044,-1.17444536,25.0,yes,yes,Mott & Bailey; Northamptonshire,Mott & Bailey; Northamptonshire,800x529; 800x327; 800x452; 150x151,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_0bf32b30ba25,sx_connector_0a25ec17305f647c,2019-06-23,Gulkevich,Krasnodar,Russia,https://cropcircleconnector.com/2019/Sokolovskoe/Sokolovskoe2019a.html,https://cropcircleconnector.com/2019/Sokolovskoe/DJI_0038_small1.jpg; https://cropcircleconnector.com/2019/Sokolovskoe/0002.jpg; https://cropcircleconnector.com/2019/Sokolovskoe/0003.jpg; https://cropcircleconnector.com/2019/Sokolovskoe/150.jpg,4,formation_site,45.2589775,40.6710331,25.0,yes,yes,Gulkevich; Krasnodar,Gulkevich; Krasnodar,800x450; 800x449; 150x142,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_19b110dbdca6,sx_connector_0ff55380663f0aa9,2016-07-18,New Hall,Essex,England,https://cropcircleconnector.com/2016/newhall/newhall2016a.html,https://cropcircleconnector.com/2016/newhall/4629119695_1035x308.jpg; https://cropcircleconnector.com/2016/newhall/Imagegggh1.jpg; https://cropcircleconnector.com/2016/newhall/newhall2.jpg; https://cropcircleconnector.com/2016/newhall/newhallfg2.jpg,4,formation_site,51.57114474,0.71617982,25.0,yes,yes,New Hall; Essex,New Hall; Essex,400x119; 800x368; 800x503; 150x151,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_3e8760ed0079,sx_connector_3b5f2f30b68230b1,2015-07-25,Bily Kamen,Vysocina,Czechia,https://cropcircleconnector.com/2015/bily/bily2015a.html,https://cropcircleconnector.com/2015/bily/10983326_426378817553900_86.jpg; https://cropcircleconnector.com/2015/bily/2015.07.30.jpg; https://cropcircleconnector.com/2015/bily/2015.07.30_02.06.jpg; https://cropcircleconnector.com/2015/bily/bily1.jpg,4,formation_site,49.42858333,15.50394444,25.0,yes,yes,Bily Kamen; Vysocina,Bily Kamen; Vysocina,800x600; 150x153; 500x262,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_80faca39b905,sx_connector_0b3731c2ac16dd8d,2019-06-30,Rue De Mieraville,Pas-de-Calais,France,https://cropcircleconnector.com/2019/Nielles/Nielles2019.html,https://cropcircleconnector.com/2019/Nielles/150ruedue01.jpg; https://cropcircleconnector.com/2019/Nielles/ruedu02.jpg; https://cropcircleconnector.com/2019/Nielles/ruedu04.jpg; https://cropcircleconnector.com/2019/Nielles/ruedue01.jpg,4,formation_site,50.841715,2.017218,25.0,yes,yes,Rue De Mieraville; Pas-de-Calais,Rue De Mieraville; Pas-de-Calais,150x142; 800x359; 800x340; 800x366,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_9151490c55a8,sx_connector_3c2f0f517736d64c,2019-06-14,Giéville (Manche),Normandy,France,https://cropcircleconnector.com/2019/Gieville/Gieville2019a.html,https://cropcircleconnector.com/2019/Gieville/727407.jpg; https://cropcircleconnector.com/2019/Gieville/norman1550.jpg; https://cropcircleconnector.com/2019/Gieville/norman5.jpg; https://cropcircleconnector.com/2019/Gieville/torigny-les-villes-june14-2019-replace.jpg,4,formation_site,49.03558,-0.981054,25.0,yes,yes,Giéville (Manche); Normandy,Giéville (Manche); Normandy,800x386; 150x141; 800x620; 800x501,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_92bfe5aa1955,sx_connector_fb07b70e2f42340d,2016-07-23,Mammendorf,Bavaria,Germany,https://cropcircleconnector.com/2016/Mammendorf/Mammendorf2016a.html,https://cropcircleconnector.com/2016/Mammendorf/1-800pix.jpg; https://cropcircleconnector.com/2016/Mammendorf/2-800pix.jpg; https://cropcircleconnector.com/2016/Mammendorf/3-800pix.jpg; https://cropcircleconnector.com/2016/Mammendorf/800pix.jpg,4,formation_site,48.19716667,11.16938889,25.0,yes,yes,Mammendorf; Bavaria,Mammendorf; Bavaria,800x481; 800x538; 800x441; 150x152,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_9a89925147ea,sx_connector_4d433b4594072e45,2021-08-30,Gospel Hill,South Yorkshire,England,https://cropcircleconnector.com/2021/Todwick/Todwick2021a.html,https://cropcircleconnector.com/2021/Todwick/150Todwick31082021b.jpg; https://cropcircleconnector.com/2021/Todwick/Todwick31082021a.jpg; https://cropcircleconnector.com/2021/Todwick/Todwick31082021b.jpg; https://cropcircleconnector.com/2021/Todwick/Todwick31082021f.jpg,4,formation_site,53.36163115,-1.26434545,25.0,yes,yes,Gospel Hill; South Yorkshire,Gospel Hill; South Yorkshire,150x148; 800x450; 800x446; 800x452,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_b2adcc42d1ac,sx_connector_f3a6705e5301265b,2019-06-30,Twin Terrils,Pas-de-Calais,France,https://cropcircleconnector.com/2019/emilezola/emilezola2019a.html,https://cropcircleconnector.com/2019/emilezola/155.jpg; https://cropcircleconnector.com/2019/emilezola/65960850_2809333615748525_8.jpg; https://cropcircleconnector.com/2019/emilezola/june-29-twin-terrils1b.jpg; https://cropcircleconnector.com/2019/emilezola/june-29-twin-terrils1c.jpg,4,formation_site,50.4570695,2.5731787,64.0,yes,yes,Twin Terrils; Pas-de-Calais,Twin Terrils; Pas-de-Calais,150x142; 800x825; 800x450; 700x525,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_d33bd0ef1e63,sx_connector_d3cfaf98be01c05f,2016-07-08,West Kennett Longbarrow,Wiltshire,England,https://cropcircleconnector.com/2016/westkennettlongbarrow/westkennettlongbarrow2016a.html,https://cropcircleconnector.com/2016/westkennettlongbarrow/G0025098bbb.jpg; https://cropcircleconnector.com/2016/westkennettlongbarrow/GOPR5175.MP4_snapshot_04.jpg; https://cropcircleconnector.com/2016/westkennettlongbarrow/GOPR517504.jpg; https://cropcircleconnector.com/2016/westkennettlongbarrow/GOPR517snapshot_03.jpg,4,formation_site,51.40831917,-1.85057055,25.0,yes,yes,West Kennett Longbarrow; Wiltshire,West Kennett Longbarrow; Wiltshire,800x502; 800x416; 150x150; 800x459,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_f3a13c87a775,sx_connector_8de86475fc04ab0d,2022-08-23,Baikal lake,Irkutsk Oblast,Russia,https://cropcircleconnector.com/2022/Irkutsk/Irkutsk2022a.html,https://cropcircleconnector.com/2022/Irkutsk/3SnapShot.jpg; https://cropcircleconnector.com/2022/Irkutsk/Screenshot_1[4700].jpg; https://cropcircleconnector.com/2022/Irkutsk/Screenshot_2[4701].jpg; https://cropcircleconnector.com/2022/Irkutsk/thumbnail300.jpg,4,formation_site,52.32388889,104.13469444,25.0,yes,yes,Baikal lake; Irkutsk Oblast,Baikal lake; Irkutsk Oblast,800x450; 800x532; 800x573; 150x150,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
cc_fed05f9e0f7c,sx_connector_9a5b1d173ffefda0,2018-06-04,Uster,Zürcher Oberland,Switzerland,https://cropcircleconnector.com/2018/Uster/Uster2018.html,https://cropcircleconnector.com/2018/Uster/uster-%20longloop3.jpg; https://cropcircleconnector.com/2018/Uster/uster-fake-debunking-video2b.jpg; https://cropcircleconnector.com/2018/Uster/uster-longloop1.jpg; https://cropcircleconnector.com/2018/Uster/uster2.jpg,4,formation_site,47.34116667,8.70175,25.0,yes,yes,Uster; Zürcher Oberland,Uster; Zürcher Oberland,700x235; 700x393; 700x537; 150x149,link_only_rights_gated,not_cleared_for_redistribution,unknown,2172,queued,,,,
